Waterfront Terminal,6:20 AM,6:45 AM,6:59 AM,7:15 AM,7:26 AM,7:45 AM,7:58 AM,8:15 AM,8:28 AM,8:45 AM,8:58 AM,9:15 AM,9:28 AM,9:45 AM,9:58 AM,10:15 AM,10:28 AM,10:45 AM,10:58 AM,11:15 AM,11:28 AM,11:45 AM,11:58 AM,12:15 PM,12:28 PM,12:45 PM,12:58 PM,1:15 PM,1:28 PM,1:45 PM,1:58 PM,2:15 PM,2:28 PM,2:45 PM,2:58 PM,3:15 PM,3:28 PM,3:45 PM,3:58 PM,4:15 PM,4:28 PM,4:45 PM,4:58 PM,5:15 PM,5:28 PM,5:45 PM,6:01 PM,6:27 PM
Camelot & Court,6:20 AM,6:45 AM,6:59 AM,7:15 AM,7:26 AM,7:45 AM,7:58 AM,8:15 AM,8:28 AM,8:45 AM,8:58 AM,9:15 AM,9:28 AM,9:45 AM,9:58 AM,10:15 AM,10:28 AM,10:45 AM,10:58 AM,11:15 AM,11:28 AM,11:45 AM,11:58 AM,12:15 PM,12:28 PM,12:45 PM,12:58 PM,1:15 PM,1:28 PM,1:45 PM,1:58 PM,2:15 PM,2:28 PM,2:45 PM,2:58 PM,3:15 PM,3:28 PM,3:45 PM,3:58 PM,4:15 PM,4:28 PM,4:45 PM,4:58 PM,5:15 PM,5:28 PM,5:45 PM,6:01 PM,6:27 PM
Court & Camelot,6:20 AM,6:45 AM,6:59 AM,7:15 AM,7:26 AM,7:45 AM,7:58 AM,8:15 AM,8:28 AM,8:45 AM,8:58 AM,9:15 AM,9:28 AM,9:45 AM,9:58 AM,10:15 AM,10:28 AM,10:45 AM,10:58 AM,11:15 AM,11:28 AM,11:45 AM,11:58 AM,12:15 PM,12:28 PM,12:45 PM,12:58 PM,1:15 PM,1:28 PM,1:45 PM,1:58 PM,2:15 PM,2:28 PM,2:45 PM,2:58 PM,3:15 PM,3:28 PM,3:45 PM,3:58 PM,4:15 PM,4:28 PM,4:45 PM,4:58 PM,5:15 PM,5:28 PM,5:45 PM,6:01 PM,6:27 PM
Red River & St. Paul,6:21 AM,6:46 AM,6:58 AM,7:16 AM,7:25 AM,7:46 AM,7:57 AM,8:16 AM,8:27 AM,8:46 AM,8:57 AM,9:16 AM,9:27 AM,9:46 AM,9:57 AM,10:16 AM,10:27 AM,10:46 AM,10:57 AM,11:16 AM,11:27 AM,11:46 AM,11:57 AM,12:16 PM,12:27 PM,12:46 PM,12:57 PM,1:16 PM,1:27 PM,1:46 PM,1:57 PM,2:16 PM,2:27 PM,2:46 PM,2:57 PM,3:16 PM,3:27 PM,3:46 PM,3:57 PM,4:16 PM,4:27 PM,4:46 PM,4:57 PM,5:16 PM,5:27 PM,5:46 PM,6:00 PM,6:26 PM
Red River & Court,6:21 AM,6:46 AM,6:58 AM,7:16 AM,7:25 AM,7:46 AM,7:57 AM,8:16 AM,8:27 AM,8:46 AM,8:57 AM,9:16 AM,9:27 AM,9:46 AM,9:57 AM,10:16 AM,10:27 AM,10:46 AM,10:57 AM,11:16 AM,11:27 AM,11:46 AM,11:57 AM,12:16 PM,12:27 PM,12:46 PM,12:57 PM,1:16 PM,1:27 PM,1:46 PM,1:57 PM,2:16 PM,2:27 PM,2:46 PM,2:57 PM,3:16 PM,3:27 PM,3:46 PM,3:57 PM,4:16 PM,4:27 PM,4:46 PM,4:57 PM,5:16 PM,5:27 PM,5:46 PM,6:00 PM,6:26 PM
Red River & Algoma,6:21 AM,6:46 AM,6:58 AM,7:16 AM,7:25 AM,7:47 AM,7:56 AM,8:17 AM,8:26 AM,8:47 AM,8:56 AM,9:17 AM,9:26 AM,9:47 AM,9:56 AM,10:17 AM,10:26 AM,10:47 AM,10:56 AM,11:17 AM,11:26 AM,11:47 AM,11:56 AM,12:17 PM,12:26 PM,12:47 PM,12:56 PM,1:17 PM,1:26 PM,1:47 PM,1:56 PM,2:17 PM,2:26 PM,2:47 PM,2:56 PM,3:17 PM,3:26 PM,3:47 PM,3:56 PM,4:17 PM,4:26 PM,4:47 PM,4:56 PM,5:17 PM,5:26 PM,5:47 PM,5:59 PM,6:25 PM
Red River & Regent,6:22 AM,6:47 AM,6:57 AM,7:17 AM,7:24 AM,7:47 AM,7:56 AM,8:17 AM,8:26 AM,8:47 AM,8:56 AM,9:17 AM,9:26 AM,9:47 AM,9:56 AM,10:17 AM,10:26 AM,10:47 AM,10:56 AM,11:17 AM,11:26 AM,11:47 AM,11:56 AM,12:17 PM,12:26 PM,12:47 PM,12:56 PM,1:17 PM,1:26 PM,1:47 PM,1:56 PM,2:17 PM,2:26 PM,2:47 PM,2:56 PM,3:17 PM,3:26 PM,3:47 PM,3:56 PM,4:17 PM,4:26 PM,4:47 PM,4:56 PM,5:17 PM,5:26 PM,5:47 PM,5:59 PM,6:25 PM
Red River & Waverley,6:22 AM,6:47 AM,6:57 AM,7:17 AM,7:24 AM,7:48 AM,7:55 AM,8:18 AM,8:25 AM,8:48 AM,8:55 AM,9:18 AM,9:25 AM,9:48 AM,9:55 AM,10:18 AM,10:25 AM,10:48 AM,10:55 AM,11:18 AM,11:25 AM,11:48 AM,11:55 AM,12:18 PM,12:25 PM,12:48 PM,12:55 PM,1:18 PM,1:25 PM,1:48 PM,1:55 PM,2:18 PM,2:25 PM,2:48 PM,2:55 PM,3:18 PM,3:25 PM,3:48 PM,3:55 PM,4:18 PM,4:25 PM,4:48 PM,4:55 PM,5:18 PM,5:25 PM,5:48 PM,5:58 PM,6:24 PM
Red River & High,6:23 AM,6:48 AM,6:56 AM,7:18 AM,7:23 AM,7:49 AM,7:54 AM,8:19 AM,8:24 AM,8:49 AM,8:54 AM,9:19 AM,9:24 AM,9:49 AM,9:54 AM,10:19 AM,10:24 AM,10:49 AM,10:54 AM,11:19 AM,11:24 AM,11:49 AM,11:54 AM,12:19 PM,12:24 PM,12:49 PM,12:54 PM,1:19 PM,1:24 PM,1:49 PM,1:54 PM,2:19 PM,2:24 PM,2:49 PM,2:54 PM,3:19 PM,3:24 PM,3:49 PM,3:54 PM,4:19 PM,4:24 PM,4:49 PM,4:54 PM,5:19 PM,5:24 PM,5:49 PM,5:57 PM,6:23 PM
Red River & Hill,6:23 AM,6:48 AM,6:56 AM,7:18 AM,7:23 AM,7:49 AM,7:54 AM,8:19 AM,8:24 AM,8:49 AM,8:54 AM,9:19 AM,9:24 AM,9:49 AM,9:54 AM,10:19 AM,10:24 AM,10:49 AM,10:54 AM,11:19 AM,11:24 AM,11:49 AM,11:54 AM,12:19 PM,12:24 PM,12:49 PM,12:54 PM,1:19 PM,1:24 PM,1:49 PM,1:54 PM,2:19 PM,2:24 PM,2:49 PM,2:54 PM,3:19 PM,3:24 PM,3:49 PM,3:54 PM,4:19 PM,4:24 PM,4:49 PM,4:54 PM,5:19 PM,5:24 PM,5:49 PM,5:57 PM,6:23 PM
Red River & Pine,6:23 AM,6:48 AM,6:56 AM,7:18 AM,7:23 AM,7:49 AM,7:54 AM,8:19 AM,8:24 AM,8:49 AM,8:54 AM,9:19 AM,9:24 AM,9:49 AM,9:54 AM,10:19 AM,10:24 AM,10:49 AM,10:54 AM,11:19 AM,11:24 AM,11:49 AM,11:54 AM,12:19 PM,12:24 PM,12:49 PM,12:54 PM,1:19 PM,1:24 PM,1:49 PM,1:54 PM,2:19 PM,2:24 PM,2:49 PM,2:54 PM,3:19 PM,3:24 PM,3:49 PM,3:54 PM,4:19 PM,4:24 PM,4:49 PM,4:54 PM,5:19 PM,5:24 PM,5:49 PM,5:57 PM,6:23 PM
Red River & Martha,6:23 AM,6:48 AM,6:56 AM,7:18 AM,7:23 AM,7:50 AM,7:53 AM,8:20 AM,8:23 AM,8:50 AM,8:53 AM,9:20 AM,9:23 AM,9:50 AM,9:53 AM,10:20 AM,10:23 AM,10:50 AM,10:53 AM,11:20 AM,11:23 AM,11:50 AM,11:53 AM,12:20 PM,12:23 PM,12:50 PM,12:53 PM,1:20 PM,1:23 PM,1:50 PM,1:53 PM,2:20 PM,2:23 PM,2:50 PM,2:53 PM,3:20 PM,3:23 PM,3:50 PM,3:53 PM,4:20 PM,4:23 PM,4:50 PM,4:53 PM,5:20 PM,5:23 PM,5:50 PM,5:56 PM,6:22 PM
Red River & Hodge,6:24 AM,6:49 AM,6:55 AM,7:19 AM,7:22 AM,7:50 AM,7:53 AM,8:20 AM,8:23 AM,8:50 AM,8:53 AM,9:20 AM,9:23 AM,9:50 AM,9:53 AM,10:20 AM,10:23 AM,10:50 AM,10:53 AM,11:20 AM,11:23 AM,11:50 AM,11:53 AM,12:20 PM,12:23 PM,12:50 PM,12:53 PM,1:20 PM,1:23 PM,1:50 PM,1:53 PM,2:20 PM,2:23 PM,2:50 PM,2:53 PM,3:20 PM,3:23 PM,3:50 PM,3:53 PM,4:20 PM,4:23 PM,4:50 PM,4:53 PM,5:20 PM,5:23 PM,5:50 PM,5:56 PM,6:22 PM
Red River & Kenogami,6:24 AM,6:49 AM,6:55 AM,7:19 AM,7:22 AM,7:51 AM,7:52 AM,8:21 AM,8:22 AM,8:51 AM,8:52 AM,9:21 AM,9:22 AM,9:51 AM,9:52 AM,10:21 AM,10:22 AM,10:51 AM,10:52 AM,11:21 AM,11:22 AM,11:51 AM,11:52 AM,12:21 PM,12:22 PM,12:51 PM,12:52 PM,1:21 PM,1:22 PM,1:51 PM,1:52 PM,2:21 PM,2:22 PM,2:51 PM,2:52 PM,3:21 PM,3:22 PM,3:51 PM,3:52 PM,4:21 PM,4:22 PM,4:51 PM,4:52 PM,5:21 PM,5:22 PM,5:51 PM,5:55 PM,6:21 PM
Red River & Algonquin,6:25 AM,6:50 AM,6:54 AM,7:20 AM,7:21 AM,7:51 AM,7:52 AM,8:21 AM,8:22 AM,8:51 AM,8:52 AM,9:21 AM,9:22 AM,9:51 AM,9:52 AM,10:21 AM,10:22 AM,10:51 AM,10:52 AM,11:21 AM,11:22 AM,11:51 AM,11:52 AM,12:21 PM,12:22 PM,12:51 PM,12:52 PM,1:21 PM,1:22 PM,1:51 PM,1:52 PM,2:21 PM,2:22 PM,2:51 PM,2:52 PM,3:21 PM,3:22 PM,3:51 PM,3:52 PM,4:21 PM,4:22 PM,4:51 PM,4:52 PM,5:21 PM,5:22 PM,5:51 PM,5:55 PM,6:21 PM
Red River & Clarkson,6:25 AM,6:50 AM,6:54 AM,7:20 AM,7:21 AM,7:51 AM,7:52 AM,8:21 AM,8:22 AM,8:51 AM,8:52 AM,9:21 AM,9:22 AM,9:51 AM,9:52 AM,10:21 AM,10:22 AM,10:51 AM,10:52 AM,11:21 AM,11:22 AM,11:51 AM,11:52 AM,12:21 PM,12:22 PM,12:51 PM,12:52 PM,1:21 PM,1:22 PM,1:51 PM,1:52 PM,2:21 PM,2:22 PM,2:51 PM,2:52 PM,3:21 PM,3:22 PM,3:51 PM,3:52 PM,4:21 PM,4:22 PM,4:51 PM,4:52 PM,5:21 PM,5:22 PM,5:51 PM,5:55 PM,6:21 PM
Red River Towers,6:25 AM,6:50 AM,6:54 AM,7:20 AM,7:21 AM,7:52 AM,7:51 AM,8:22 AM,8:21 AM,8:52 AM,8:51 AM,9:22 AM,9:21 AM,9:52 AM,9:51 AM,10:22 AM,10:21 AM,10:52 AM,10:51 AM,11:22 AM,11:21 AM,11:52 AM,11:51 AM,12:22 PM,12:21 PM,12:52 PM,12:51 PM,1:22 PM,1:21 PM,1:52 PM,1:51 PM,2:22 PM,2:21 PM,2:52 PM,2:51 PM,3:22 PM,3:21 PM,3:52 PM,3:51 PM,4:22 PM,4:21 PM,4:52 PM,4:51 PM,5:22 PM,5:21 PM,5:52 PM,5:54 PM,6:20 PM
Red River & Junot,6:27 AM,6:52 AM,6:52 AM,7:22 AM,7:19 AM,7:54 AM,7:49 AM,8:24 AM,8:19 AM,8:54 AM,8:49 AM,9:24 AM,9:19 AM,9:54 AM,9:49 AM,10:24 AM,10:19 AM,10:54 AM,10:49 AM,11:24 AM,11:19 AM,11:54 AM,11:49 AM,12:24 PM,12:19 PM,12:54 PM,12:49 PM,1:24 PM,1:19 PM,1:54 PM,1:49 PM,2:24 PM,2:19 PM,2:54 PM,2:49 PM,3:24 PM,3:19 PM,3:54 PM,3:49 PM,4:24 PM,4:19 PM,4:54 PM,4:49 PM,5:24 PM,5:19 PM,5:54 PM,5:52 PM,6:18 PM
County Fair Mall,6:29 AM,6:54 AM,6:50 AM,7:24 AM,7:17 AM,7:56 AM,7:47 AM,8:26 AM,8:17 AM,8:56 AM,8:47 AM,9:26 AM,9:17 AM,9:56 AM,9:47 AM,10:26 AM,10:17 AM,10:56 AM,10:47 AM,11:26 AM,11:17 AM,11:56 AM,11:47 AM,12:26 PM,12:17 PM,12:56 PM,12:47 PM,1:26 PM,1:17 PM,1:56 PM,1:47 PM,2:26 PM,2:17 PM,2:56 PM,2:47 PM,3:26 PM,3:17 PM,3:56 PM,3:47 PM,4:26 PM,4:17 PM,4:56 PM,4:47 PM,5:26 PM,5:17 PM,5:56 PM,5:50 PM,6:16 PM
Piccadilly & Walkover,6:29 AM,6:54 AM,6:50 AM,7:24 AM,7:17 AM,7:56 AM,7:47 AM,8:26 AM,8:17 AM,8:56 AM,8:47 AM,9:26 AM,9:17 AM,9:56 AM,9:47 AM,10:26 AM,10:17 AM,10:56 AM,10:47 AM,11:26 AM,11:17 AM,11:56 AM,11:47 AM,12:26 PM,12:17 PM,12:56 PM,12:47 PM,1:26 PM,1:17 PM,1:56 PM,1:47 PM,2:26 PM,2:17 PM,2:56 PM,2:47 PM,3:26 PM,3:17 PM,3:56 PM,3:47 PM,4:26 PM,4:17 PM,4:56 PM,4:47 PM,5:26 PM,5:17 PM,5:56 PM,5:50 PM,6:16 PM
Walkover & Strand,6:29 AM,6:54 AM,6:50 AM,7:24 AM,7:17 AM,7:56 AM,7:47 AM,8:26 AM,8:17 AM,8:56 AM,8:47 AM,9:26 AM,9:17 AM,9:56 AM,9:47 AM,10:26 AM,10:17 AM,10:56 AM,10:47 AM,11:26 AM,11:17 AM,11:56 AM,11:47 AM,12:26 PM,12:17 PM,12:56 PM,12:47 PM,1:26 PM,1:17 PM,1:56 PM,1:47 PM,2:26 PM,2:17 PM,2:56 PM,2:47 PM,3:26 PM,3:17 PM,3:56 PM,3:47 PM,4:26 PM,4:17 PM,4:56 PM,4:47 PM,5:26 PM,5:17 PM,5:56 PM,5:50 PM,6:16 PM
Strand & Brittany,6:30 AM,6:55 AM,6:49 AM,7:25 AM,7:16 AM,7:57 AM,7:46 AM,8:27 AM,8:16 AM,8:57 AM,8:46 AM,9:27 AM,9:16 AM,9:57 AM,9:46 AM,10:27 AM,10:16 AM,10:57 AM,10:46 AM,11:27 AM,11:16 AM,11:57 AM,11:46 AM,12:27 PM,12:16 PM,12:57 PM,12:46 PM,1:27 PM,1:16 PM,1:57 PM,1:46 PM,2:27 PM,2:16 PM,2:57 PM,2:46 PM,3:27 PM,3:16 PM,3:57 PM,3:46 PM,4:27 PM,4:16 PM,4:57 PM,4:46 PM,5:27 PM,5:16 PM,5:57 PM,5:49 PM,6:15 PM
Strand & Windsor,6:30 AM,6:55 AM,6:49 AM,7:25 AM,7:16 AM,7:57 AM,7:46 AM,8:27 AM,8:16 AM,8:57 AM,8:46 AM,9:27 AM,9:16 AM,9:57 AM,9:46 AM,10:27 AM,10:16 AM,10:57 AM,10:46 AM,11:27 AM,11:16 AM,11:57 AM,11:46 AM,12:27 PM,12:16 PM,12:57 PM,12:46 PM,1:27 PM,1:16 PM,1:57 PM,1:46 PM,2:27 PM,2:16 PM,2:57 PM,2:46 PM,3:27 PM,3:16 PM,3:57 PM,3:46 PM,4:27 PM,4:16 PM,4:57 PM,4:46 PM,5:27 PM,5:16 PM,5:57 PM,5:49 PM,6:15 PM
Strand & Tokio,6:31 AM,6:56 AM,6:48 AM,7:26 AM,7:15 AM,7:58 AM,7:45 AM,8:28 AM,8:15 AM,8:58 AM,8:45 AM,9:28 AM,9:15 AM,9:58 AM,9:45 AM,10:28 AM,10:15 AM,10:58 AM,10:45 AM,11:28 AM,11:15 AM,11:58 AM,11:45 AM,12:28 PM,12:15 PM,12:58 PM,12:45 PM,1:28 PM,1:15 PM,1:58 PM,1:45 PM,2:28 PM,2:15 PM,2:58 PM,2:45 PM,3:28 PM,3:15 PM,3:58 PM,3:45 PM,4:28 PM,4:15 PM,4:58 PM,4:45 PM,5:28 PM,5:15 PM,5:58 PM,5:48 PM,6:14 PM
Valley & John St. Rd.,6:31 AM,6:56 AM,6:48 AM,7:26 AM,7:15 AM,7:58 AM,7:45 AM,8:28 AM,8:15 AM,8:58 AM,8:45 AM,9:28 AM,9:15 AM,9:58 AM,9:45 AM,10:28 AM,10:15 AM,10:58 AM,10:45 AM,11:28 AM,11:15 AM,11:58 AM,11:45 AM,12:28 PM,12:15 PM,12:58 PM,12:45 PM,1:28 PM,1:15 PM,1:58 PM,1:45 PM,2:28 PM,2:15 PM,2:58 PM,2:45 PM,3:28 PM,3:15 PM,3:58 PM,3:45 PM,4:28 PM,4:15 PM,4:58 PM,4:45 PM,5:28 PM,5:15 PM,5:58 PM,5:48 PM,6:14 PM
John St. Rd. & Chercover,6:31 AM,6:56 AM,6:48 AM,7:26 AM,7:15 AM,7:58 AM,7:45 AM,8:28 AM,8:15 AM,8:58 AM,8:45 AM,9:28 AM,9:15 AM,9:58 AM,9:45 AM,10:28 AM,10:15 AM,10:58 AM,10:45 AM,11:28 AM,11:15 AM,11:58 AM,11:45 AM,12:28 PM,12:15 PM,12:58 PM,12:45 PM,1:28 PM,1:15 PM,1:58 PM,1:45 PM,2:28 PM,2:15 PM,2:58 PM,2:45 PM,3:28 PM,3:15 PM,3:58 PM,3:45 PM,4:28 PM,4:15 PM,4:58 PM,4:45 PM,5:28 PM,5:15 PM,5:58 PM,5:48 PM,6:14 PM
John St. Rd. & Biloski,6:33 AM,6:58 AM,6:46 AM,7:28 AM,7:13 AM,8:00 AM,7:43 AM,8:30 AM,8:13 AM,9:00 AM,8:43 AM,9:30 AM,9:13 AM,10:00 AM,9:43 AM,10:30 AM,10:13 AM,11:00 AM,10:43 AM,11:30 AM,11:13 AM,12:00 PM,11:43 AM,12:30 PM,12:13 PM,1:00 PM,12:43 PM,1:30 PM,1:13 PM,2:00 PM,1:43 PM,2:30 PM,2:13 PM,3:00 PM,2:43 PM,3:30 PM,3:13 PM,4:00 PM,3:43 PM,4:30 PM,4:13 PM,5:00 PM,4:43 PM,5:30 PM,5:13 PM,6:00 PM,5:46 PM,6:12 PM
John St. Rd. & Moore,6:33 AM,6:58 AM,6:46 AM,7:28 AM,7:13 AM,8:00 AM,7:43 AM,8:30 AM,8:13 AM,9:00 AM,8:43 AM,9:30 AM,9:13 AM,10:00 AM,9:43 AM,10:30 AM,10:13 AM,11:00 AM,10:43 AM,11:30 AM,11:13 AM,12:00 PM,11:43 AM,12:30 PM,12:13 PM,1:00 PM,12:43 PM,1:30 PM,1:13 PM,2:00 PM,1:43 PM,2:30 PM,2:13 PM,3:00 PM,2:43 PM,3:30 PM,3:13 PM,4:00 PM,3:43 PM,4:30 PM,4:13 PM,5:00 PM,4:43 PM,5:30 PM,5:13 PM,6:00 PM,5:46 PM,6:12 PM
Woodcrest & John St. Rd.,6:34 AM,6:59 AM,6:45 AM,7:29 AM,7:12 AM,8:01 AM,7:42 AM,8:31 AM,8:12 AM,9:01 AM,8:42 AM,9:31 AM,9:12 AM,10:01 AM,9:42 AM,10:31 AM,10:12 AM,11:01 AM,10:42 AM,11:31 AM,11:12 AM,12:01 PM,11:42 AM,12:31 PM,12:12 PM,1:01 PM,12:42 PM,1:31 PM,1:12 PM,2:01 PM,1:42 PM,2:31 PM,2:12 PM,3:01 PM,2:42 PM,3:31 PM,3:12 PM,4:01 PM,3:42 PM,4:31 PM,4:12 PM,5:01 PM,4:42 PM,5:31 PM,5:12 PM,6:01 PM,5:45 PM,6:11 PM
Woodcrest & Hutton Park,6:34 AM,6:59 AM,6:45 AM,7:29 AM,7:12 AM,8:01 AM,7:42 AM,8:31 AM,8:12 AM,9:01 AM,8:42 AM,9:31 AM,9:12 AM,10:01 AM,9:42 AM,10:31 AM,10:12 AM,11:01 AM,10:42 AM,11:31 AM,11:12 AM,12:01 PM,11:42 AM,12:31 PM,12:12 PM,1:01 PM,12:42 PM,1:31 PM,1:12 PM,2:01 PM,1:42 PM,2:31 PM,2:12 PM,3:01 PM,2:42 PM,3:31 PM,3:12 PM,4:01 PM,3:42 PM,4:31 PM,4:12 PM,5:01 PM,4:42 PM,5:31 PM,5:12 PM,6:01 PM,5:45 PM,6:11 PM
Woodcrest & Longbow,6:35 AM,7:00 AM,6:44 AM,7:30 AM,7:11 AM,8:02 AM,7:41 AM,8:32 AM,8:11 AM,9:02 AM,8:41 AM,9:32 AM,9:11 AM,10:02 AM,9:41 AM,10:32 AM,10:11 AM,11:02 AM,10:41 AM,11:32 AM,11:11 AM,12:02 PM,11:41 AM,12:32 PM,12:11 PM,1:02 PM,12:41 PM,1:32 PM,1:11 PM,2:02 PM,1:41 PM,2:32 PM,2:11 PM,3:02 PM,2:41 PM,3:32 PM,3:11 PM,4:02 PM,3:41 PM,4:32 PM,4:11 PM,5:02 PM,4:41 PM,5:32 PM,5:11 PM,6:02 PM,5:44 PM,6:10 PM
Pioneer & Woodcrest,6:35 AM,7:00 AM,6:44 AM,7:30 AM,7:11 AM,8:02 AM,7:41 AM,8:32 AM,8:11 AM,9:02 AM,8:41 AM,9:32 AM,9:11 AM,10:02 AM,9:41 AM,10:32 AM,10:11 AM,11:02 AM,10:41 AM,11:32 AM,11:11 AM,12:02 PM,11:41 AM,12:32 PM,12:11 PM,1:02 PM,12:41 PM,1:32 PM,1:11 PM,2:02 PM,1:41 PM,2:32 PM,2:11 PM,3:02 PM,2:41 PM,3:32 PM,3:11 PM,4:02 PM,3:41 PM,4:32 PM,4:11 PM,5:02 PM,4:41 PM,5:32 PM,5:11 PM,6:02 PM,5:44 PM,6:10 PM
Pioneer & Nottingham,6:36 AM,7:01 AM,6:43 AM,7:31 AM,7:10 AM,8:03 AM,7:40 AM,8:33 AM,8:10 AM,9:03 AM,8:40 AM,9:33 AM,9:10 AM,10:03 AM,9:40 AM,10:33 AM,10:10 AM,11:03 AM,10:40 AM,11:33 AM,11:10 AM,12:03 PM,11:40 AM,12:33 PM,12:10 PM,1:03 PM,12:40 PM,1:33 PM,1:10 PM,2:03 PM,1:40 PM,2:33 PM,2:10 PM,3:03 PM,2:40 PM,3:33 PM,3:10 PM,4:03 PM,3:40 PM,4:33 PM,4:10 PM,5:03 PM,4:40 PM,5:33 PM,5:10 PM,6:03 PM,5:43 PM,6:09 PM
Sherwood & Valley,6:39 AM,7:04 AM,6:40 AM,7:34 AM,7:07 AM,8:06 AM,7:37 AM,8:36 AM,8:07 AM,9:06 AM,8:37 AM,9:36 AM,9:07 AM,10:06 AM,9:37 AM,10:36 AM,10:07 AM,11:06 AM,10:37 AM,11:36 AM,11:07 AM,12:06 PM,11:37 AM,12:36 PM,12:07 PM,1:06 PM,12:37 PM,1:36 PM,1:07 PM,2:06 PM,1:37 PM,2:36 PM,2:07 PM,3:06 PM,2:37 PM,3:36 PM,3:07 PM,4:06 PM,3:37 PM,4:36 PM,4:07 PM,5:06 PM,4:37 PM,5:36 PM,5:07 PM,6:06 PM,5:40 PM,6:06 PM
